MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT
2018-04-01,SpecialistFFS,,Payer F,158444
2018-04-01,SpecialistFFS,nurse,Payer UN,237
2018-04-01,SpecialistFFS,,Payer UN,175
2018-04-01,SpecialistFFS,anesthesiology,Payer UN,32277
2018-04-01,SpecialistFFS,,Payer UN,141
2018-04-01,SpecialistFFS,cardiology,Payer UN,204641
2018-04-01,SpecialistFFS,chiropractic,Payer UN,4795
2018-04-01,SpecialistFFS,,Payer UN,1454
2018-04-01,SpecialistFFS,dermatology,Payer UN,30611
2018-04-01,SpecialistFFS,dermatopathology,Payer UN,1217
2018-04-01,SpecialistFFS,,Payer UN,733
2018-04-01,SpecialistFFS,emergency,Payer UN,1817
2018-04-01,SpecialistFFS,endocrinology,Payer UN,2112
2018-04-01,SpecialistFFS,,Payer UN,7873
2018-04-01,SpecialistFFS,family,Payer UN,67499
2018-04-01,SpecialistFFS,gastroenterology,Payer UN,6897
2018-04-01,SpecialistFFS,,Payer UN,307
2018-04-01,SpecialistFFS,surgery,Payer UN,12348
2018-04-01,SpecialistFFS,,Payer UN,1467
2018-04-01,SpecialistFFS,gynecology,Payer UN,2132
2018-04-01,SpecialistFFS,infectious,Payer UN,1141
2018-04-01,SpecialistFFS,,Payer UN,172654
2018-04-01,SpecialistFFS,laboratory,Payer UN,1969
2018-04-01,SpecialistFFS,neurology,Payer UN,2123
2018-04-01,SpecialistFFS,neurology,Payer UN,16653
2018-04-01,SpecialistFFS,neurosurgery,Payer UN,1398
2018-04-01,SpecialistFFS,nurse,Payer UN,6428
2018-04-01,SpecialistFFS,obstetrics gynecology,Payer UN,2620
2018-04-01,SpecialistFFS,oncology hematology,Payer UN,186897
2018-04-01,SpecialistFFS,ophthalmology,Payer UN,67538
2018-04-01,SpecialistFFS,optometry,Payer UN,8553
2018-04-01,SpecialistFFS,surgery orthopedic,Payer UN,22942
2018-04-01,SpecialistFFS,,Payer UN,1809
2018-04-01,SpecialistFFS,,Payer UN,6990
2018-04-01,SpecialistFFS,pathology,Payer UN,6648
2018-04-01,SpecialistFFS,pediatric,Payer UN,304
2018-04-01,SpecialistFFS,therapy physical,Payer UN,7858
2018-04-01,SpecialistFFS,physical,Payer UN,1134
2018-04-01,SpecialistFFS,pediatric,Payer UN,11184
2018-04-01,SpecialistFFS,pulmonology,Payer UN,16614
2018-04-01,SpecialistFFS,radiology,Payer UN,2691
2018-04-01,SpecialistFFS,radiology diagnostic,Payer UN,30762
2018-04-01,SpecialistFFS,radiology oncology,Payer UN,36243
2018-04-01,SpecialistFFS,rehab,Payer UN,421
2018-04-01,SpecialistFFS,rheumatology,Payer UN,995
2018-04-01,SpecialistFFS,cardiothoracic surgery,Payer UN,568
2018-04-01,SpecialistFFS,surgery thoracic,Payer UN,186
2018-04-01,SpecialistFFS,surgery vascular,Payer UN,2249
2018-04-01,SpecialistFFS,urology,Payer UN,41314
2018-04-01,SpecialistsFFS,,Payer CA,7400
2018-04-01,SpecialistsFFS,allergy immunology,Payer F,43122
2018-04-01,SpecialistsFFS,allergy immunology,Payer O,5974
2018-04-01,SpecialistsFFS,allergy immunology,Payer CA,8632
2018-04-01,SpecialistsFFS,allergy immunology,Payer CO,731
2018-04-01,SpecialistsFFS,allergy immunology,Payer W,11862
2018-04-01,SpecialistsFFS,,Payer W,1564
2018-04-01,SpecialistsFFS,anesthesiology,Payer H,57208
2018-04-01,SpecialistsFFS,anesthesiology,Payer CA,59030
2018-04-01,SpecialistsFFS,anesthesiology,Payer F,6209
2018-04-01,SpecialistsFFS,anesthesiology,Payer O,2015
2018-04-01,SpecialistsFFS,anesthesiology,Payer S,2106
2018-04-01,SpecialistsFFS,anesthesiology,Payer W,2502
2018-04-01,SpecialistsFFS,anesthesiology,Payer S,0
2018-04-01,SpecialistsFFS,,Payer CA,24967
2018-04-01,SpecialistsFFS,,Payer S,10218
2018-04-01,SpecialistsFFS,,Payer F,1120
2018-04-01,SpecialistsFFS,,Payer O,1892
2018-04-01,SpecialistsFFS,surgery,Payer O,496
2018-04-01,SpecialistsFFS,,Payer W,1615
2018-04-01,SpecialistsFFS,cardiology electrophysiology,Payer CA,2212
2018-04-01,SpecialistsFFS,,Payer CO,935
2018-04-01,SpecialistsFFS,electrophysiology,Payer F,30743
2018-04-01,SpecialistsFFS,electrophysiology,Payer O,9015
2018-04-01,SpecialistsFFS,electrophysiology,Payer W,2305
2018-04-01,SpecialistsFFS,cardiology,Payer CA,494359
2018-04-01,SpecialistsFFS,cardiology,Payer CO,6237
2018-04-01,SpecialistsFFS,cardiology,Payer F,3353346
2018-04-01,SpecialistsFFS,cardiology,Payer O,242977
2018-04-01,SpecialistsFFS,cardiology,Payer W,117825
2018-04-01,SpecialistsFFS,,Payer B,6323
2018-04-01,SpecialistsFFS,cardiothoracic,Payer CA,99
2018-04-01,SpecialistsFFS,cardiothoracic surgery,Payer F,17874
2018-04-01,SpecialistsFFS,cardiothoracic surgery,Payer O,1799
2018-04-01,SpecialistsFFS,cardiovascular,Payer S,26928
2018-04-01,SpecialistsFFS,surgery cardiovascular,Payer CA,332181
2018-04-01,SpecialistsFFS,surgery cardiovascular,Payer CO,29859
2018-04-01,SpecialistsFFS,,Payer CO,26336
2018-04-01,SpecialistsFFS,,Payer W,274
2018-04-01,SpecialistsFFS,chiropractic,Payer B,0
2018-04-01,SpecialistsFFS,chiropractic,Payer CA,3381
2018-04-01,SpecialistsFFS,chiropractic,Payer CO,2023
2018-04-01,SpecialistsFFS,chiropractic,Payer O,233
2018-04-01,SpecialistsFFS,chiropractic,Payer W,0
2018-04-01,SpecialistsFFS,,Payer H,2826
2018-04-01,SpecialistsFFS,,Payer CA,41403
2018-04-01,SpecialistsFFS,,Payer F,4181
2018-04-01,SpecialistsFFS,nurse,Payer S,0
2018-04-01,SpecialistsFFS,colon surgery rectal,Payer CA,235
2018-04-01,SpecialistsFFS,colon surgery rectal,Payer W,2033
2018-04-01,SpecialistsFFS,colorectal surgery,Payer F,11812
2018-04-01,SpecialistsFFS,colorectal surgery,Payer O,3236
2018-04-01,SpecialistsFFS,mental,Payer W,12494
2018-04-01,SpecialistsFFS,,Payer W,765
2018-04-01,SpecialistsFFS,critical,Payer CA,563
2018-04-01,SpecialistsFFS,critical,Payer W,353
2018-04-01,SpecialistsFFS,,Payer W,0
2018-04-01,SpecialistsFFS,dermatology,Payer B,8761
2018-04-01,SpecialistsFFS,dermatology,Payer CA,41499
2018-04-01,SpecialistsFFS,dermatology,Payer CO,34420
2018-04-01,SpecialistsFFS,dermatology,Payer F,256012
2018-04-01,SpecialistsFFS,dermatology,Payer O,28199
2018-04-01,SpecialistsFFS,dermatology,Payer S,13627
2018-04-01,SpecialistsFFS,dermatology,Payer W,58441
2018-04-01,SpecialistsFFS,pathology dermatology,Payer S,538
2018-04-01,SpecialistsFFS,dermatopathology,Payer F,3830
2018-04-01,SpecialistsFFS,diagnostic,Payer H,91867
2018-04-01,SpecialistsFFS,diagnostic,Payer S,1894
2018-04-01,SpecialistsFFS,diagnostic,Payer W,102680
2018-04-01,SpecialistsFFS,diagnostic radiology,Payer CA,1022831
2018-04-01,SpecialistsFFS,diagnostic radiology,Payer CO,98187
2018-04-01,SpecialistsFFS,,Payer CA,603
2018-04-01,SpecialistsFFS,,Payer F,951
2018-04-01,SpecialistsFFS,,Payer CO,506
2018-04-01,SpecialistsFFS,,Payer W,130
2018-04-01,SpecialistsFFS,,Payer CA,7857
2018-04-01,SpecialistsFFS,emergency,Payer S,155
2018-04-01,SpecialistsFFS,emergency,Payer B,626
2018-04-01,SpecialistsFFS,emergency,Payer CA,0
2018-04-01,SpecialistsFFS,endocrinology,Payer CA,33889
2018-04-01,SpecialistsFFS,endocrinology,Payer CO,4672
2018-04-01,SpecialistsFFS,endocrinology,Payer F,65651
2018-04-01,SpecialistsFFS,endocrinology,Payer O,31586
2018-04-01,SpecialistsFFS,endocrinology,Payer S,9734
2018-04-01,SpecialistsFFS,endocrinology,Payer W,11058
2018-04-01,SpecialistsFFS,endocrinology,Payer B,276
2018-04-01,SpecialistsFFS,,Payer CA,66559
2018-04-01,SpecialistsFFS,,Payer F,131131
2018-04-01,SpecialistsFFS,,Payer O,64918
2018-04-01,SpecialistsFFS,,Payer W,16777
2018-04-01,SpecialistsFFS,family,Payer B,3133
2018-04-01,SpecialistsFFS,family,Payer CA,2037
2018-04-01,SpecialistsFFS,family,Payer CO,2237
2018-04-01,SpecialistsFFS,family,Payer F,164167
2018-04-01,SpecialistsFFS,family,Payer O,7463
2018-04-01,SpecialistsFFS,family,Payer S,13763
2018-04-01,SpecialistsFFS,family,Payer W,35755
2018-04-01,SpecialistsFFS,gastroenterology,Payer B,6617
2018-04-01,SpecialistsFFS,gastroenterology,Payer CA,97930
2018-04-01,SpecialistsFFS,gastroenterology,Payer CO,7583
2018-04-01,SpecialistsFFS,gastroenterology,Payer F,230445
2018-04-01,SpecialistsFFS,gastroenterology,Payer O,89993
2018-04-01,SpecialistsFFS,gastroenterology,Payer S,13854
2018-04-01,SpecialistsFFS,gastroenterology,Payer W,21993
2018-04-01,SpecialistsFFS,,Payer B,3842
2018-04-01,SpecialistsFFS,,Payer CA,0
2018-04-01,SpecialistsFFS,,Payer O,572
2018-04-01,SpecialistsFFS,,Payer S,32098
2018-04-01,SpecialistsFFS,,Payer W,5087
2018-04-01,SpecialistsFFS,surgery,Payer B,654
2018-04-01,SpecialistsFFS,surgery,Payer CA,68321
2018-04-01,SpecialistsFFS,surgery,Payer CO,4247
2018-04-01,SpecialistsFFS,surgery,Payer F,124388
2018-04-01,SpecialistsFFS,surgery,Payer O,19198
2018-04-01,SpecialistsFFS,surgery,Payer W,38388
2018-04-01,SpecialistsFFS,,Payer CA,331
2018-04-01,SpecialistsFFS,,Payer S,13013
2018-04-01,SpecialistsFFS,,Payer W,1601
2018-04-01,SpecialistsFFS,,Payer CO,2932
2018-04-01,SpecialistsFFS,oncology gynecology,Payer F,4256
2018-04-01,SpecialistsFFS,oncology gynecology,Payer O,5255
2018-04-01,SpecialistsFFS,oncology gynecology,Payer W,189
2018-04-01,SpecialistsFFS,gynecology,Payer CA,2305
2018-04-01,SpecialistsFFS,gynecology,Payer F,107726
2018-04-01,SpecialistsFFS,gynecology,Payer O,12489
2018-04-01,SpecialistsFFS,gynecology,Payer W,1852
2018-04-01,SpecialistsFFS,surgery,Payer CA,727
2018-04-01,SpecialistsFFS,surgery,Payer F,102862
2018-04-01,SpecialistsFFS,surgery,Payer O,6694
2018-04-01,SpecialistsFFS,surgery,Payer W,282
2018-04-01,SpecialistsFFS,,Payer CA,0
2018-04-01,SpecialistsFFS,hematology,Payer CO,5302
2018-04-01,SpecialistsFFS,hematology,Payer F,4311
2018-04-01,SpecialistsFFS,hematology,Payer O,7896
2018-04-01,SpecialistsFFS,hematology,Payer S,1125
2018-04-01,SpecialistsFFS,hematology,Payer W,1963
2018-04-01,SpecialistsFFS,,Payer B,2109
2018-04-01,SpecialistsFFS,,Payer CA,362264
2018-04-01,SpecialistsFFS,,Payer CO,97887
2018-04-01,SpecialistsFFS,,Payer F,3071416
2018-04-01,SpecialistsFFS,,Payer O,886479
2018-04-01,SpecialistsFFS,,Payer S,60795
2018-04-01,SpecialistsFFS,,Payer W,48056
2018-04-01,SpecialistsFFS,,Payer CA,2847
2018-04-01,SpecialistsFFS,infusion,Payer CA,2291
2018-04-01,SpecialistsFFS,,Payer CA,1379
2018-04-01,SpecialistsFFS,,Payer F,244
2018-04-01,SpecialistsFFS,,Payer S,361
2018-04-01,SpecialistsFFS,,Payer W,532
2018-04-01,SpecialistsFFS,diagnostic,Payer F,34628
2018-04-01,SpecialistsFFS,diagnostic,Payer O,3432
2018-04-01,SpecialistsFFS,laboratory,Payer F,145789
2018-04-01,SpecialistsFFS,laboratory,Payer O,15150
2018-04-01,SpecialistsFFS,infectious,Payer F,58779
2018-04-01,SpecialistsFFS,infectious,Payer O,5676
2018-04-01,SpecialistsFFS,infectious,Payer B,638
2018-04-01,SpecialistsFFS,infectious,Payer CA,37581
2018-04-01,SpecialistsFFS,infectious,Payer CO,4053
2018-04-01,SpecialistsFFS,infectious,Payer S,0
2018-04-01,SpecialistsFFS,infectious,Payer W,1504
2018-04-01,SpecialistsFFS,infusion,Payer F,223818
2018-04-01,SpecialistsFFS,infusion,Payer O,98958
2018-04-01,SpecialistsFFS,,Payer B,16024
2018-04-01,SpecialistsFFS,,Payer CA,4770
2018-04-01,SpecialistsFFS,,Payer CO,3631
2018-04-01,SpecialistsFFS,,Payer F,87078
2018-04-01,SpecialistsFFS,,Payer O,16448
2018-04-01,SpecialistsFFS,,Payer S,0
2018-04-01,SpecialistsFFS,,Payer W,7328
2018-04-01,SpecialistsFFS,cardiovascular,Payer S,6993
2018-04-01,SpecialistsFFS,gastroenterology,Payer S,439
2018-04-01,SpecialistsFFS,interventional cardiology,Payer S,2475
2018-04-01,SpecialistsFFS,neurology,Payer S,0
2018-04-01,SpecialistsFFS,pulmonary,Payer S,251
2018-04-01,SpecialistsFFS,interventional cardiology,Payer CA,196666
2018-04-01,SpecialistsFFS,interventional cardiology,Payer F,589619
2018-04-01,SpecialistsFFS,interventional cardiology,Payer O,46883
2018-04-01,SpecialistsFFS,interventional cardiology,Payer W,11409
2018-04-01,SpecialistsFFS,radiology interventional,Payer CA,14680
2018-04-01,SpecialistsFFS,radiology interventional,Payer F,128520
2018-04-01,SpecialistsFFS,radiology interventional,Payer O,20019
2018-04-01,SpecialistsFFS,laboratory,Payer CA,1375
2018-04-01,SpecialistsFFS,laboratory,Payer W,1360
2018-04-01,SpecialistsFFS,,Payer CA,0
2018-04-01,SpecialistsFFS,,Payer W,1738
2018-04-01,SpecialistsFFS,,Payer H,2065543
2018-04-01,SpecialistsFFS,,Payer F,22276
2018-04-01,SpecialistsFFS,,Payer O,3628
2018-04-01,SpecialistsFFS,,Payer CA,5179
2018-04-01,SpecialistsFFS,,Payer W,568
2018-04-01,SpecialistsFFS,neurology,Payer B,1994
2018-04-01,SpecialistsFFS,neurology,Payer CA,43621
2018-04-01,SpecialistsFFS,neurology,Payer CO,1041
2018-04-01,SpecialistsFFS,neurology,Payer F,260659
2018-04-01,SpecialistsFFS,neurology,Payer O,18917
2018-04-01,SpecialistsFFS,neurology,Payer S,6848
2018-04-01,SpecialistsFFS,neurology,Payer W,14038
2018-04-01,SpecialistsFFS,,Payer S,4196
2018-04-01,SpecialistsFFS,surgery neurology,Payer CA,15218
2018-04-01,SpecialistsFFS,surgery neurology,Payer CO,69
2018-04-01,SpecialistsFFS,neurology,Payer B,712
2018-04-01,SpecialistsFFS,neurology,Payer CA,132771
2018-04-01,SpecialistsFFS,neurology,Payer CO,2283
2018-04-01,SpecialistsFFS,neurology,Payer F,179262
2018-04-01,SpecialistsFFS,neurology,Payer O,52047
2018-04-01,SpecialistsFFS,neurology,Payer S,17678
2018-04-01,SpecialistsFFS,neurology,Payer W,20820
2018-04-01,SpecialistsFFS,neuroradiology,Payer F,2666
2018-04-01,SpecialistsFFS,neurosurgery,Payer F,115441
2018-04-01,SpecialistsFFS,neurosurgery,Payer O,10358
2018-04-01,SpecialistsFFS,,Payer B,0
2018-04-01,SpecialistsFFS,,Payer W,192
2018-04-01,SpecialistsFFS,nuclear,Payer F,1697
2018-04-01,SpecialistsFFS,nuclear,Payer O,6548
2018-04-01,SpecialistsFFS,,Payer W,854
2018-04-01,SpecialistsFFS,nurse,Payer CA,267
2018-04-01,SpecialistsFFS,nurse,Payer CO,4001
2018-04-01,SpecialistsFFS,nurse,Payer S,0
2018-04-01,SpecialistsFFS,nurse,Payer H,33093
2018-04-01,SpecialistsFFS,,Payer S,7826
2018-04-01,SpecialistsFFS,obstetrics,Payer CA,842
2018-04-01,SpecialistsFFS,obstetrics gynecology,Payer CA,36366
2018-04-01,SpecialistsFFS,obstetrics gynecology,Payer CO,7679
2018-04-01,SpecialistsFFS,obstetrics gynecology,Payer F,55424
2018-04-01,SpecialistsFFS,obstetrics gynecology,Payer O,9050
2018-04-01,SpecialistsFFS,obstetrics gynecology,Payer W,11068
2018-04-01,SpecialistsFFS,obstetrics gynecology,Payer B,1221
2018-04-01,SpecialistsFFS,therapy occupational,Payer CA,39760
2018-04-01,SpecialistsFFS,therapy occupational,Payer F,8092
2018-04-01,SpecialistsFFS,therapy occupational,Payer O,6050
2018-04-01,SpecialistsFFS,therapy occupational,Payer S,699
2018-04-01,SpecialistsFFS,oncology,Payer B,100
2018-04-01,SpecialistsFFS,oncology,Payer CA,46951
2018-04-01,SpecialistsFFS,oncology,Payer CO,61117
2018-04-01,SpecialistsFFS,oncology,Payer F,338764
2018-04-01,SpecialistsFFS,oncology,Payer O,48589
2018-04-01,SpecialistsFFS,oncology,Payer W,6012
2018-04-01,SpecialistsFFS,oncology,Payer B,92
2018-04-01,SpecialistsFFS,ophthalmology,Payer CA,159274
2018-04-01,SpecialistsFFS,ophthalmology,Payer CO,23274
2018-04-01,SpecialistsFFS,ophthalmology,Payer F,1210
2018-04-01,SpecialistsFFS,ophthalmology,Payer O,2199
2018-04-01,SpecialistsFFS,ophthalmology,Payer S,1248
2018-04-01,SpecialistsFFS,ophthalmology,Payer W,1574
2018-04-01,SpecialistsFFS,,Payer B,18589
2018-04-01,SpecialistsFFS,,Payer H,16984
2018-04-01,SpecialistsFFS,optometry,Payer CA,137348
2018-04-01,SpecialistsFFS,optometry,Payer CO,6952
2018-04-01,SpecialistsFFS,optometry,Payer W,0
2018-04-01,SpecialistsFFS,surgery,Payer F,69
2018-04-01,SpecialistsFFS,surgery,Payer O,2277
2018-04-01,SpecialistsFFS,orthopedic,Payer CA,2536
2018-04-01,SpecialistsFFS,surgery orthopedic,Payer B,463
2018-04-01,SpecialistsFFS,surgery orthopedic,Payer CA,97674
2018-04-01,SpecialistsFFS,surgery orthopedic,Payer CO,21952
2018-04-01,SpecialistsFFS,surgery orthopedic,Payer F,443271
2018-04-01,SpecialistsFFS,surgery orthopedic,Payer O,124449
2018-04-01,SpecialistsFFS,surgery orthopedic,Payer W,17022
2018-04-01,SpecialistsFFS,,Payer F,308
2018-04-01,SpecialistsFFS,,Payer O,703
2018-04-01,SpecialistsFFS,osteopath,Payer H,50392
2018-04-01,SpecialistsFFS,,Payer CA,0
2018-04-01,SpecialistsFFS,,Payer H,426
2018-04-01,SpecialistsFFS,otolaryngology,Payer CO,2282
2018-04-01,SpecialistsFFS,otolaryngology,Payer S,10346
2018-04-01,SpecialistsFFS,,Payer B,769
2018-04-01,SpecialistsFFS,,Payer B,3589
2018-04-01,SpecialistsFFS,,Payer CA,165744
2018-04-01,SpecialistsFFS,,Payer CO,9925
2018-04-01,SpecialistsFFS,,Payer F,750151
2018-04-01,SpecialistsFFS,,Payer O,142838
2018-04-01,SpecialistsFFS,,Payer S,9424
2018-04-01,SpecialistsFFS,,Payer W,49789
2018-04-01,SpecialistsFFS,interventional,Payer S,14741
2018-04-01,SpecialistsFFS,pathology,Payer B,1198
2018-04-01,SpecialistsFFS,pathology,Payer CA,15274
2018-04-01,SpecialistsFFS,pathology,Payer CO,7427
2018-04-01,SpecialistsFFS,pathology,Payer F,165434
2018-04-01,SpecialistsFFS,pathology,Payer O,36174
2018-04-01,SpecialistsFFS,pathology,Payer S,310
2018-04-01,SpecialistsFFS,pathology,Payer W,42312
2018-04-01,SpecialistsFFS,,Payer W,1257
2018-04-01,SpecialistsFFS,pediatric,Payer B,531
2018-04-01,SpecialistsFFS,pediatric neurology,Payer CA,4488
2018-04-01,SpecialistsFFS,pediatric,Payer F,13944
2018-04-01,SpecialistsFFS,pediatric,Payer O,851
2018-04-01,SpecialistsFFS,,Payer W,0
2018-04-01,SpecialistsFFS,,Payer CO,11516
2018-04-01,SpecialistsFFS,rehab physical,Payer F,157119
2018-04-01,SpecialistsFFS,rehab physical,Payer O,20548
2018-04-01,SpecialistsFFS,rehab physical,Payer CA,29062
2018-04-01,SpecialistsFFS,rehab physical,Payer CO,15866
2018-04-01,SpecialistsFFS,rehab physical,Payer S,1056
2018-04-01,SpecialistsFFS,rehab physical,Payer W,14825
2018-04-01,SpecialistsFFS,rehab physical,Payer B,591
2018-04-01,SpecialistsFFS,therapy physical,Payer F,203057
2018-04-01,SpecialistsFFS,therapy physical,Payer H,74351
2018-04-01,SpecialistsFFS,therapy physical,Payer O,133750
2018-04-01,SpecialistsFFS,therapy orthopedic physical,Payer S,0
2018-04-01,SpecialistsFFS,therapy physical,Payer CA,51936
2018-04-01,SpecialistsFFS,therapy physical,Payer CO,3330
2018-04-01,SpecialistsFFS,therapy physical,Payer S,5580
2018-04-01,SpecialistsFFS,therapy physical,Payer W,16055
2018-04-01,SpecialistsFFS,physical,Payer CO,3307
2018-04-01,SpecialistsFFS,physical,Payer H,25264
2018-04-01,SpecialistsFFS,physical,Payer S,1655
2018-04-01,SpecialistsFFS,surgery physical,Payer S,364
2018-04-01,SpecialistsFFS,physical,Payer CA,9951
2018-04-01,SpecialistsFFS,surgery plastic,Payer B,794
2018-04-01,SpecialistsFFS,surgery plastic,Payer CA,3649
2018-04-01,SpecialistsFFS,surgery plastic,Payer CO,5447
2018-04-01,SpecialistsFFS,surgery plastic,Payer F,25595
2018-04-01,SpecialistsFFS,surgery plastic,Payer O,3894
2018-04-01,SpecialistsFFS,surgery plastic,Payer W,1297
2018-04-01,SpecialistsFFS,pediatric,Payer S,14907
2018-04-01,SpecialistsFFS,pediatric,Payer H,39584
2018-04-01,SpecialistsFFS,surgery pediatric,Payer S,650
2018-04-01,SpecialistsFFS,pediatric,Payer B,869
2018-04-01,SpecialistsFFS,pediatric,Payer CA,10347
2018-04-01,SpecialistsFFS,pediatric,Payer CO,9959
2018-04-01,SpecialistsFFS,pediatric,Payer F,3375
2018-04-01,SpecialistsFFS,pediatric,Payer O,1145
2018-04-01,SpecialistsFFS,pediatric,Payer W,20877
2018-04-01,SpecialistsFFS,psychiatry,Payer B,429
2018-04-01,SpecialistsFFS,psychiatry,Payer CA,508
2018-04-01,SpecialistsFFS,psychiatry,Payer W,6383
2018-04-01,SpecialistsFFS,psychology,Payer S,0
2018-04-01,SpecialistsFFS,psychology,Payer B,708
2018-04-01,SpecialistsFFS,psychology,Payer W,1727
2018-04-01,SpecialistsFFS,pulmonary,Payer F,179633
2018-04-01,SpecialistsFFS,pulmonary,Payer O,51970
